plate_well,primer_combi
701_plate_P16,m701mm377
701_plate_A17,m701mm102
701_plate_B17,m701mm294
701_plate_C17,m701mm114
701_plate_D17,m701mm306
701_plate_E17,m701mm126
701_plate_F17,m701mm318
701_plate_G17,m701mm138
701_plate_H17,m701mm330
701_plate_I17,m701mm150
701_plate_J17,m701mm342
701_plate_K17,m701mm162
701_plate_L17,m701mm354
701_plate_M17,m701mm174
701_plate_N17,m701mm366
701_plate_O17,m701mm186
701_plate_P17,m701mm378
701_plate_A18,m701mm103
701_plate_B18,m701mm295
701_plate_C18,m701mm115
701_plate_D18,m701mm307
701_plate_E18,m701mm127
701_plate_F18,m701mm319
701_plate_G18,m701mm139
701_plate_H18,m701mm331
701_plate_I18,m701mm151
701_plate_J18,m701mm343
701_plate_K18,m701mm163
701_plate_L18,m701mm355
701_plate_M18,m701mm175
701_plate_N18,m701mm367
701_plate_O18,m701mm187
701_plate_P18,m701mm379
701_plate_A19,m701mm104
701_plate_B19,m701mm296
701_plate_C19,m701mm116
701_plate_D19,m701mm308
701_plate_E19,m701mm128
701_plate_F19,m701mm320
701_plate_G19,m701mm140
701_plate_H19,m701mm332
701_plate_I19,m701mm152
701_plate_J19,m701mm344
701_plate_K19,m701mm164
701_plate_L19,m701mm356
701_plate_M19,m701mm176
701_plate_N19,m701mm368
701_plate_O19,m701mm188
701_plate_P19,m701mm380
701_plate_A20,m701mm105
701_plate_B20,m701mm297
701_plate_C20,m701mm117
701_plate_D20,m701mm309
701_plate_E20,m701mm129
701_plate_F20,m701mm321
701_plate_G20,m701mm141
701_plate_H20,m701mm333
701_plate_I20,m701mm153
701_plate_J20,m701mm345
701_plate_K20,m701mm165
701_plate_L20,m701mm357
701_plate_M20,m701mm177
701_plate_N20,m701mm369
701_plate_O20,m701mm189
701_plate_P20,m701mm381
701_plate_A21,m701mm106
701_plate_B21,m701mm298
701_plate_C21,m701mm118
701_plate_D21,m701mm310
701_plate_E21,m701mm130
701_plate_F21,m701mm322
701_plate_G21,m701mm142
701_plate_H21,m701mm334
701_plate_I21,m701mm154
701_plate_J21,m701mm346
701_plate_K21,m701mm166
701_plate_L21,m701mm358
701_plate_M21,m701mm178
701_plate_N21,m701mm370
701_plate_O21,m701mm190
701_plate_P21,m701mm382
701_plate_A22,m701mm107
701_plate_B22,m701mm299
701_plate_C22,m701mm119
701_plate_D22,m701mm311
701_plate_E22,m701mm131
701_plate_F22,m701mm323
701_plate_G22,m701mm143
701_plate_H22,m701mm335
701_plate_I22,m701mm155
701_plate_J22,m701mm347
701_plate_K22,m701mm167
701_plate_L22,m701mm359
701_plate_M22,m701mm179
701_plate_N22,m701mm371
701_plate_O22,m701mm191
701_plate_P22,m701mm383
701_plate_A23,m701mm108
701_plate_B23,m701mm300
701_plate_C23,m701mm120
701_plate_D23,m701mm312
701_plate_E23,m701mm132
701_plate_F23,m701mm324
701_plate_G23,m701mm144
701_plate_H23,m701mm336
701_plate_I23,m701mm156
701_plate_J23,m701mm348
701_plate_K23,m701mm168
701_plate_L23,m701mm360
701_plate_M23,m701mm180
701_plate_N23,m701mm372
701_plate_O23,m701mm192
701_plate_P23,m701mm384
701_plate_A24,m701mm109
701_plate_B24,m701mm301
701_plate_C24,m701mm121
701_plate_D24,m701mm313
701_plate_E24,m701mm133
701_plate_F24,m701mm325
701_plate_G24,m701mm145
701_plate_H24,m701mm337
701_plate_I24,m701mm157
701_plate_J24,m701mm349
701_plate_K24,m701mm169
701_plate_L24,m701mm361
701_plate_M24,m701mm181
701_plate_N24,m701mm373
701_plate_O24,m701mm193
701_plate_P24,m701mNA
702_plate_A1,m702mm2
702_plate_B1,m702mm194
702_plate_C1,m702mm14
702_plate_D1,m702mm206
702_plate_E1,m702mm26
702_plate_F1,m702mm218
702_plate_G1,m702mm38
702_plate_H1,m702mm230
702_plate_I1,m702mm50
702_plate_J1,m702mm242
702_plate_K1,m702mm62
702_plate_L1,m702mm254
702_plate_M1,m702mm74
702_plate_N1,m702mm266
702_plate_O1,m702mm86
702_plate_P1,m702mm278
702_plate_A2,m702mm3
702_plate_B2,m702mm195
702_plate_C2,m702mm15
702_plate_D2,m702mm207
702_plate_E2,m702mm27
702_plate_F2,m702mm219
702_plate_G2,m702mm39
702_plate_H2,m702mm231
702_plate_I2,m702mm51
702_plate_J2,m702mm243
702_plate_K2,m702mm63
702_plate_L2,m702mm255
702_plate_M2,m702mm75
702_plate_N2,m702mm267
702_plate_O2,m702mm87
702_plate_P2,m702mm279
702_plate_A3,m702mm4
702_plate_B3,m702mm196
702_plate_C3,m702mm16
702_plate_D3,m702mm208
702_plate_E3,m702mm28
702_plate_F3,m702mm220
702_plate_G3,m702mm40
702_plate_H3,m702mm232
702_plate_I3,m702mm52
702_plate_J3,m702mm244
702_plate_K3,m702mm64
702_plate_L3,m702mm256
702_plate_M3,m702mm76
702_plate_N3,m702mm268
702_plate_O3,m702mm88
702_plate_P3,m702mm280
702_plate_A4,m702mm5
702_plate_B4,m702mm197
702_plate_C4,m702mm17
702_plate_D4,m702mm209
702_plate_E4,m702mm29
702_plate_F4,m702mm221
702_plate_G4,m702mm41
702_plate_H4,m702mm233
702_plate_I4,m702mm53
702_plate_J4,m702mm245
702_plate_K4,m702mm65
702_plate_L4,m702mm257
702_plate_M4,m702mm77
702_plate_N4,m702mm269
702_plate_O4,m702mm89
702_plate_P4,m702mm281
702_plate_A5,m702mm6
702_plate_B5,m702mm198
702_plate_C5,m702mm18
702_plate_D5,m702mm210
702_plate_E5,m702mm30
702_plate_F5,m702mm222
702_plate_G5,m702mm42
702_plate_H5,m702mm234
702_plate_I5,m702mm54
702_plate_J5,m702mm246
702_plate_K5,m702mm66
702_plate_L5,m702mm258
702_plate_M5,m702mm78
702_plate_N5,m702mm270
702_plate_O5,m702mm90
702_plate_P5,m702mm282
702_plate_A6,m702mm7
702_plate_B6,m702mm199
702_plate_C6,m702mm19
702_plate_D6,m702mm211
702_plate_E6,m702mm31
702_plate_F6,m702mm223
702_plate_G6,m702mm43
702_plate_H6,m702mm235
702_plate_I6,m702mm55
702_plate_J6,m702mm247
702_plate_K6,m702mm67
702_plate_L6,m702mm259
702_plate_M6,m702mm79
702_plate_N6,m702mm271
702_plate_O6,m702mm91
702_plate_P6,m702mm283
702_plate_A7,m702mm8
702_plate_B7,m702mm200
702_plate_C7,m702mm20
702_plate_D7,m702mm212
702_plate_E7,m702mm32
702_plate_F7,m702mm224
702_plate_G7,m702mm44
702_plate_H7,m702mm236
702_plate_I7,m702mm56
702_plate_J7,m702mm248
702_plate_K7,m702mm68
702_plate_L7,m702mm260
702_plate_M7,m702mm80
702_plate_N7,m702mm272
702_plate_O7,m702mm92
702_plate_P7,m702mm284
702_plate_A8,m702mm9
702_plate_B8,m702mm201
702_plate_C8,m702mm21
702_plate_D8,m702mm213
702_plate_E8,m702mm33
702_plate_F8,m702mm225
702_plate_G8,m702mm45
702_plate_H8,m702mm237
702_plate_I8,m702mm57
702_plate_J8,m702mm249
702_plate_K8,m702mm69
702_plate_L8,m702mm261
702_plate_M8,m702mm81
702_plate_N8,m702mm273
702_plate_O8,m702mm93
702_plate_P8,m702mm285
702_plate_A9,m702mm10
702_plate_B9,m702mm202
702_plate_C9,m702mm22
702_plate_D9,m702mm214
702_plate_E9,m702mm34
702_plate_F9,m702mm226
702_plate_G9,m702mm46
702_plate_H9,m702mm238
702_plate_I9,m702mm58
702_plate_J9,m702mm250
702_plate_K9,m702mm70
702_plate_L9,m702mm262
702_plate_M9,m702mm82
702_plate_N9,m702mm274
702_plate_O9,m702mm94
702_plate_P9,m702mm286
702_plate_A10,m702mm11
702_plate_B10,m702mm203
702_plate_C10,m702mm23
702_plate_D10,m702mm215
702_plate_E10,m702mm35
702_plate_F10,m702mm227
702_plate_G10,m702mm47
702_plate_H10,m702mm239
702_plate_I10,m702mm59
702_plate_J10,m702mm251
702_plate_K10,m702mm71
702_plate_L10,m702mm263
702_plate_M10,m702mm83
702_plate_N10,m702mm275
702_plate_O10,m702mm95
702_plate_P10,m702mm287
702_plate_A11,m702mm12
702_plate_B11,m702mm204
702_plate_C11,m702mm24
702_plate_D11,m702mm216
702_plate_E11,m702mm36
702_plate_F11,m702mm228
702_plate_G11,m702mm48
702_plate_H11,m702mm240
702_plate_I11,m702mm60
702_plate_J11,m702mm252
702_plate_K11,m702mm72
702_plate_L11,m702mm264
702_plate_M11,m702mm84
702_plate_N11,m702mm276
702_plate_O11,m702mm96
702_plate_P11,m702mm288
702_plate_A12,m702mm13
702_plate_B12,m702mm205
702_plate_C12,m702mm25
702_plate_D12,m702mm217
702_plate_E12,m702mm37
702_plate_F12,m702mm229
702_plate_G12,m702mm49
702_plate_H12,m702mm241
702_plate_I12,m702mm61
702_plate_J12,m702mm253
702_plate_K12,m702mm73
702_plate_L12,m702mm265
702_plate_M12,m702mm85
702_plate_N12,m702mm277
702_plate_O12,m702mm97
702_plate_P12,m702mm289
702_plate_A13,m702mm98
702_plate_B13,m702mm290
702_plate_C13,m702mm110
702_plate_D13,m702mm302
702_plate_E13,m702mm122
702_plate_F13,m702mm314
702_plate_G13,m702mm134
702_plate_H13,m702mm326
702_plate_I13,m702mm146
702_plate_J13,m702mm338
702_plate_K13,m702mm158
702_plate_L13,m702mm350
702_plate_M13,m702mm170
702_plate_N13,m702mm362
702_plate_O13,m702mm182
702_plate_P13,m702mm374
702_plate_A14,m702mm99
702_plate_B14,m702mm291
702_plate_C14,m702mm111
702_plate_D14,m702mm303
702_plate_E14,m702mm123
702_plate_F14,m702mm315
702_plate_G14,m702mm135
702_plate_H14,m702mm327
702_plate_I14,m702mm147
702_plate_J14,m702mm339
702_plate_K14,m702mm159
702_plate_L14,m702mm351
702_plate_M14,m702mm171
702_plate_N14,m702mm363
702_plate_O14,m702mm183
702_plate_P14,m702mm375
702_plate_A15,m702mm100
702_plate_B15,m702mm292
702_plate_C15,m702mm112
702_plate_D15,m702mm304
702_plate_E15,m702mm124
702_plate_F15,m702mm316
702_plate_G15,m702mm136
702_plate_H15,m702mm328
702_plate_I15,m702mm148
702_plate_J15,m702mm340
702_plate_K15,m702mm160
702_plate_L15,m702mm352
702_plate_M15,m702mm172
702_plate_N15,m702mm364
702_plate_O15,m702mm184
702_plate_P15,m702mm376
702_plate_A16,m702mm101
702_plate_B16,m702mm293
702_plate_C16,m702mm113
702_plate_D16,m702mm305
702_plate_E16,m702mm125
702_plate_F16,m702mm317
702_plate_G16,m702mm137
702_plate_H16,m702mm329
702_plate_I16,m702mm149
702_plate_J16,m702mm341
702_plate_K16,m702mm161
702_plate_L16,m702mm353
702_plate_M16,m702mm173
702_plate_N16,m702mm365
702_plate_O16,m702mm185
702_plate_P16,m702mm377
702_plate_A17,m702mm102
702_plate_B17,m702mm294
702_plate_C17,m702mm114
702_plate_D17,m702mm306
702_plate_E17,m702mm126
702_plate_F17,m702mm318
702_plate_G17,m702mm138
702_plate_H17,m702mm330
702_plate_I17,m702mm150
702_plate_J17,m702mm342
702_plate_K17,m702mm162
702_plate_L17,m702mm354
702_plate_M17,m702mm174
702_plate_N17,m702mm366
702_plate_O17,m702mm186
702_plate_P17,m702mm378
702_plate_A18,m702mm103
702_plate_B18,m702mm295
702_plate_C18,m702mm115
702_plate_D18,m702mm307
702_plate_E18,m702mm127
702_plate_F18,m702mm319
702_plate_G18,m702mm139
702_plate_H18,m702mm331
702_plate_I18,m702mm151
702_plate_J18,m702mm343
702_plate_K18,m702mm163
702_plate_L18,m702mm355
702_plate_M18,m702mm175
702_plate_N18,m702mm367
702_plate_O18,m702mm187
702_plate_P18,m702mm379
702_plate_A19,m702mm104
702_plate_B19,m702mm296
702_plate_C19,m702mm116
702_plate_D19,m702mm308
702_plate_E19,m702mm128
702_plate_F19,m702mm320
702_plate_G19,m702mm140
702_plate_H19,m702mm332
702_plate_I19,m702mm152
702_plate_J19,m702mm344
702_plate_K19,m702mm164
702_plate_L19,m702mm356
702_plate_M19,m702mm176
702_plate_N19,m702mm368
702_plate_O19,m702mm188
702_plate_P19,m702mm380
702_plate_A20,m702mm105
702_plate_B20,m702mm297
702_plate_C20,m702mm117
702_plate_D20,m702mm309
702_plate_E20,m702mm129
702_plate_F20,m702mm321
702_plate_G20,m702mm141
702_plate_H20,m702mm333
702_plate_I20,m702mm153
702_plate_J20,m702mm345
702_plate_K20,m702mm165
702_plate_L20,m702mm357
702_plate_M20,m702mm177
702_plate_N20,m702mm369
702_plate_O20,m702mm189
702_plate_P20,m702mm381
702_plate_A21,m702mm106
702_plate_B21,m702mm298
702_plate_C21,m702mm118
702_plate_D21,m702mm310
702_plate_E21,m702mm130
702_plate_F21,m702mm322
702_plate_G21,m702mm142
702_plate_H21,m702mm334
702_plate_I21,m702mm154
702_plate_J21,m702mm346
702_plate_K21,m702mm166
702_plate_L21,m702mm358
702_plate_M21,m702mm178
702_plate_N21,m702mm370
702_plate_O21,m702mm190
702_plate_P21,m702mm382
702_plate_A22,m702mm107
702_plate_B22,m702mm299
702_plate_C22,m702mm119
702_plate_D22,m702mm311
702_plate_E22,m702mm131
702_plate_F22,m702mm323
702_plate_G22,m702mm143
702_plate_H22,m702mm335
702_plate_I22,m702mm155
702_plate_J22,m702mm347
702_plate_K22,m702mm167
702_plate_L22,m702mm359
702_plate_M22,m702mm179
702_plate_N22,m702mm371
702_plate_O22,m702mm191
702_plate_P22,m702mm383
702_plate_A23,m702mm108
702_plate_B23,m702mm300
702_plate_C23,m702mm120
702_plate_D23,m702mm312
702_plate_E23,m702mm132
702_plate_F23,m702mm324
702_plate_G23,m702mm144
702_plate_H23,m702mm336
702_plate_I23,m702mm156
702_plate_J23,m702mm348
702_plate_K23,m702mm168
702_plate_L23,m702mm360
702_plate_M23,m702mm180
702_plate_N23,m702mm372
702_plate_O23,m702mm192
702_plate_P23,m702mm384
702_plate_A24,m702mm109
702_plate_B24,m702mm301
702_plate_C24,m702mm121
702_plate_D24,m702mm313
702_plate_E24,m702mm133
702_plate_F24,m702mm325
702_plate_G24,m702mm145
702_plate_H24,m702mm337
702_plate_I24,m702mm157
702_plate_J24,m702mm349
702_plate_K24,m702mm169
702_plate_L24,m702mm361
702_plate_M24,m702mm181
702_plate_N24,m702mm373
702_plate_O24,m702mm193
702_plate_P24,m702mNA
703_plate_A1,m703mm2
703_plate_B1,m703mm194
703_plate_C1,m703mm14
703_plate_D1,m703mm206
703_plate_E1,m703mm26
703_plate_F1,m703mm218
703_plate_G1,m703mm38
703_plate_H1,m703mm230
703_plate_I1,m703mm50
703_plate_J1,m703mm242
703_plate_K1,m703mm62
703_plate_L1,m703mm254
703_plate_M1,m703mm74
703_plate_N1,m703mm266
703_plate_O1,m703mm86
703_plate_P1,m703mm278
703_plate_A2,m703mm3
703_plate_B2,m703mm195
703_plate_C2,m703mm15
703_plate_D2,m703mm207
703_plate_E2,m703mm27
703_plate_F2,m703mm219
703_plate_G2,m703mm39
703_plate_H2,m703mm231
703_plate_I2,m703mm51
703_plate_J2,m703mm243
703_plate_K2,m703mm63
703_plate_L2,m703mm255
703_plate_M2,m703mm75
703_plate_N2,m703mm267
703_plate_O2,m703mm87
703_plate_P2,m703mm279
703_plate_A3,m703mm4
703_plate_B3,m703mm196
703_plate_C3,m703mm16
703_plate_D3,m703mm208
703_plate_E3,m703mm28
703_plate_F3,m703mm220
703_plate_G3,m703mm40
703_plate_H3,m703mm232
703_plate_I3,m703mm52
703_plate_J3,m703mm244
703_plate_K3,m703mm64
703_plate_L3,m703mm256
703_plate_M3,m703mm76
703_plate_N3,m703mm268
703_plate_O3,m703mm88
703_plate_P3,m703mm280
703_plate_A4,m703mm5
703_plate_B4,m703mm197
703_plate_C4,m703mm17
703_plate_D4,m703mm209
703_plate_E4,m703mm29
703_plate_F4,m703mm221
703_plate_G4,m703mm41
703_plate_H4,m703mm233
703_plate_I4,m703mm53
703_plate_J4,m703mm245
703_plate_K4,m703mm65
703_plate_L4,m703mm257
703_plate_M4,m703mm77
703_plate_N4,m703mm269
703_plate_O4,m703mm89
703_plate_P4,m703mm281
703_plate_A5,m703mm6
703_plate_B5,m703mm198
703_plate_C5,m703mm18
703_plate_D5,m703mm210
703_plate_E5,m703mm30
703_plate_F5,m703mm222
703_plate_G5,m703mm42
703_plate_H5,m703mm234
703_plate_I5,m703mm54
703_plate_J5,m703mm246
703_plate_K5,m703mm66
703_plate_L5,m703mm258
703_plate_M5,m703mm78
703_plate_N5,m703mm270
703_plate_O5,m703mm90
703_plate_P5,m703mm282
703_plate_A6,m703mm7
703_plate_B6,m703mm199
703_plate_C6,m703mm19
703_plate_D6,m703mm211
703_plate_E6,m703mm31
703_plate_F6,m703mm223
703_plate_G6,m703mm43
703_plate_H6,m703mm235
703_plate_I6,m703mm55
703_plate_J6,m703mm247
703_plate_K6,m703mm67
703_plate_L6,m703mm259
703_plate_M6,m703mm79
703_plate_N6,m703mm271
703_plate_O6,m703mm91
703_plate_P6,m703mm283
703_plate_A7,m703mm8
703_plate_B7,m703mm200
703_plate_C7,m703mm20
703_plate_D7,m703mm212
703_plate_E7,m703mm32
703_plate_F7,m703mm224
703_plate_G7,m703mm44
703_plate_H7,m703mm236
703_plate_I7,m703mm56
703_plate_J7,m703mm248
703_plate_K7,m703mm68
703_plate_L7,m703mm260
703_plate_M7,m703mm80
703_plate_N7,m703mm272
703_plate_O7,m703mm92
703_plate_P7,m703mm284
703_plate_A8,m703mm9
703_plate_B8,m703mm201
703_plate_C8,m703mm21
703_plate_D8,m703mm213
703_plate_E8,m703mm33
703_plate_F8,m703mm225
703_plate_G8,m703mm45
703_plate_H8,m703mm237
703_plate_I8,m703mm57
703_plate_J8,m703mm249
703_plate_K8,m703mm69
703_plate_L8,m703mm261
703_plate_M8,m703mm81
703_plate_N8,m703mm273
703_plate_O8,m703mm93
703_plate_P8,m703mm285
703_plate_A9,m703mm10
703_plate_B9,m703mm202
703_plate_C9,m703mm22
703_plate_D9,m703mm214
703_plate_E9,m703mm34
703_plate_F9,m703mm226
703_plate_G9,m703mm46
703_plate_H9,m703mm238
703_plate_I9,m703mm58
703_plate_J9,m703mm250
703_plate_K9,m703mm70
703_plate_L9,m703mm262
703_plate_M9,m703mm82
703_plate_N9,m703mm274
703_plate_O9,m703mm94
703_plate_P9,m703mm286
703_plate_A10,m703mm11
703_plate_B10,m703mm203
703_plate_C10,m703mm23
703_plate_D10,m703mm215
703_plate_E10,m703mm35
703_plate_F10,m703mm227
703_plate_G10,m703mm47
703_plate_H10,m703mm239
703_plate_I10,m703mm59
703_plate_J10,m703mm251
703_plate_K10,m703mm71
703_plate_L10,m703mm263
703_plate_M10,m703mm83
703_plate_N10,m703mm275
703_plate_O10,m703mm95
703_plate_P10,m703mm287
703_plate_A11,m703mm12
703_plate_B11,m703mm204
703_plate_C11,m703mm24
703_plate_D11,m703mm216
703_plate_E11,m703mm36
703_plate_F11,m703mm228
703_plate_G11,m703mm48
703_plate_H11,m703mm240
703_plate_I11,m703mm60
703_plate_J11,m703mm252
703_plate_K11,m703mm72
703_plate_L11,m703mm264
703_plate_M11,m703mm84
703_plate_N11,m703mm276
703_plate_O11,m703mm96
703_plate_P11,m703mm288
703_plate_A12,m703mm13
703_plate_B12,m703mm205
703_plate_C12,m703mm25
703_plate_D12,m703mm217
703_plate_E12,m703mm37
703_plate_F12,m703mm229
703_plate_G12,m703mm49
703_plate_H12,m703mm241
703_plate_I12,m703mm61
703_plate_J12,m703mm253
703_plate_K12,m703mm73
703_plate_L12,m703mm265
703_plate_M12,m703mm85
703_plate_N12,m703mm277
703_plate_O12,m703mm97
703_plate_P12,m703mm289
703_plate_A13,m703mm98
703_plate_B13,m703mm290
703_plate_C13,m703mm110
703_plate_D13,m703mm302
703_plate_E13,m703mm122
703_plate_F13,m703mm314
703_plate_G13,m703mm134
703_plate_H13,m703mm326
703_plate_I13,m703mm146
703_plate_J13,m703mm338
703_plate_K13,m703mm158
703_plate_L13,m703mm350
703_plate_M13,m703mm170
703_plate_N13,m703mm362
703_plate_O13,m703mm182
703_plate_P13,m703mm374
703_plate_A14,m703mm99
703_plate_B14,m703mm291
703_plate_C14,m703mm111
703_plate_D14,m703mm303
703_plate_E14,m703mm123
703_plate_F14,m703mm315
703_plate_G14,m703mm135
703_plate_H14,m703mm327
703_plate_I14,m703mm147
703_plate_J14,m703mm339
703_plate_K14,m703mm159
703_plate_L14,m703mm351
703_plate_M14,m703mm171
703_plate_N14,m703mm363
703_plate_O14,m703mm183
703_plate_P14,m703mm375
703_plate_A15,m703mm100
703_plate_B15,m703mm292
703_plate_C15,m703mm112
703_plate_D15,m703mm304
703_plate_E15,m703mm124
703_plate_F15,m703mm316
703_plate_G15,m703mm136
703_plate_H15,m703mm328
703_plate_I15,m703mm148
703_plate_J15,m703mm340
703_plate_K15,m703mm160
703_plate_L15,m703mm352
703_plate_M15,m703mm172
703_plate_N15,m703mm364
703_plate_O15,m703mm184
703_plate_P15,m703mm376
703_plate_A16,m703mm101
703_plate_B16,m703mm293
703_plate_C16,m703mm113
703_plate_D16,m703mm305
703_plate_E16,m703mm125
703_plate_F16,m703mm317
703_plate_G16,m703mm137
703_plate_H16,m703mm329
703_plate_I16,m703mm149
703_plate_J16,m703mm341
703_plate_K16,m703mm161
703_plate_L16,m703mm353
703_plate_M16,m703mm173
703_plate_N16,m703mm365
703_plate_O16,m703mm185
703_plate_P16,m703mm377
703_plate_A17,m703mm102
703_plate_B17,m703mm294
703_plate_C17,m703mm114
703_plate_D17,m703mm306
703_plate_E17,m703mm126
703_plate_F17,m703mm318
703_plate_G17,m703mm138
703_plate_H17,m703mm330
703_plate_I17,m703mm150
703_plate_J17,m703mm342
703_plate_K17,m703mm162
703_plate_L17,m703mm354
703_plate_M17,m703mm174
703_plate_N17,m703mm366
703_plate_O17,m703mm186
703_plate_P17,m703mm378
703_plate_A18,m703mm103
703_plate_B18,m703mm295
703_plate_C18,m703mm115
703_plate_D18,m703mm307
703_plate_E18,m703mm127
703_plate_F18,m703mm319
703_plate_G18,m703mm139
703_plate_H18,m703mm331
703_plate_I18,m703mm151
703_plate_J18,m703mm343
703_plate_K18,m703mm163
703_plate_L18,m703mm355
703_plate_M18,m703mm175
703_plate_N18,m703mm367
703_plate_O18,m703mm187
703_plate_P18,m703mm379
703_plate_A19,m703mm104
703_plate_B19,m703mm296
703_plate_C19,m703mm116
703_plate_D19,m703mm308
703_plate_E19,m703mm128
703_plate_F19,m703mm320
703_plate_G19,m703mm140
703_plate_H19,m703mm332
703_plate_I19,m703mm152
703_plate_J19,m703mm344
703_plate_K19,m703mm164
703_plate_L19,m703mm356
703_plate_M19,m703mm176
703_plate_N19,m703mm368
703_plate_O19,m703mm188
703_plate_P19,m703mm380
703_plate_A20,m703mm105
703_plate_B20,m703mm297
703_plate_C20,m703mm117
703_plate_D20,m703mm309
703_plate_E20,m703mm129
703_plate_F20,m703mm321
703_plate_G20,m703mm141
703_plate_H20,m703mm333
703_plate_I20,m703mm153
703_plate_J20,m703mm345
703_plate_K20,m703mm165
703_plate_L20,m703mm357
703_plate_M20,m703mm177
703_plate_N20,m703mm369
703_plate_O20,m703mm189
703_plate_P20,m703mm381
703_plate_A21,m703mm106
703_plate_B21,m703mm298
703_plate_C21,m703mm118
703_plate_D21,m703mm310
703_plate_E21,m703mm130
703_plate_F21,m703mm322
703_plate_G21,m703mm142
703_plate_H21,m703mm334
703_plate_I21,m703mm154
703_plate_J21,m703mm346
703_plate_K21,m703mm166
703_plate_L21,m703mm358
703_plate_M21,m703mm178
703_plate_N21,m703mm370
703_plate_O21,m703mm190
703_plate_P21,m703mm382
703_plate_A22,m703mm107
703_plate_B22,m703mm299
703_plate_C22,m703mm119
703_plate_D22,m703mm311
703_plate_E22,m703mm131
703_plate_F22,m703mm323
703_plate_G22,m703mm143
703_plate_H22,m703mm335
703_plate_I22,m703mm155
703_plate_J22,m703mm347
703_plate_K22,m703mm167
703_plate_L22,m703mm359
703_plate_M22,m703mm179
703_plate_N22,m703mm371
703_plate_O22,m703mm191
703_plate_P22,m703mm383
703_plate_A23,m703mm108
703_plate_B23,m703mm300
703_plate_C23,m703mm120
703_plate_D23,m703mm312
703_plate_E23,m703mm132
703_plate_F23,m703mm324
703_plate_G23,m703mm144
703_plate_H23,m703mm336
703_plate_I23,m703mm156
703_plate_J23,m703mm348
703_plate_K23,m703mm168
703_plate_L23,m703mm360
703_plate_M23,m703mm180
703_plate_N23,m703mm372
703_plate_O23,m703mm192
703_plate_P23,m703mm384
703_plate_A24,m703mm109
703_plate_B24,m703mm301
703_plate_C24,m703mm121
703_plate_D24,m703mm313
703_plate_E24,m703mm133
703_plate_F24,m703mm325
703_plate_G24,m703mm145
703_plate_H24,m703mm337
703_plate_I24,m703mm157
703_plate_J24,m703mm349
703_plate_K24,m703mm169
703_plate_L24,m703mm361
703_plate_M24,m703mm181
703_plate_N24,m703mm373
703_plate_O24,m703mm193
703_plate_P24,m703mNA
704_plate_A1,m704mm2
704_plate_B1,m704mm194
704_plate_C1,m704mm14
704_plate_D1,m704mm206
704_plate_E1,m704mm26
704_plate_F1,m704mm218
704_plate_G1,m704mm38
704_plate_H1,m704mm230
704_plate_I1,m704mm50
704_plate_J1,m704mm242
704_plate_K1,m704mm62
704_plate_L1,m704mm254
704_plate_M1,m704mm74
704_plate_N1,m704mm266
704_plate_O1,m704mm86
704_plate_P1,m704mm278
704_plate_A2,m704mm3
704_plate_B2,m704mm195
704_plate_C2,m704mm15
704_plate_D2,m704mm207
704_plate_E2,m704mm27
704_plate_F2,m704mm219
704_plate_G2,m704mm39
704_plate_H2,m704mm231
704_plate_I2,m704mm51
704_plate_J2,m704mm243
704_plate_K2,m704mm63
704_plate_L2,m704mm255
704_plate_M2,m704mm75
704_plate_N2,m704mm267
704_plate_O2,m704mm87
704_plate_P2,m704mm279
704_plate_A3,m704mm4
704_plate_B3,m704mm196
704_plate_C3,m704mm16
704_plate_D3,m704mm208
704_plate_E3,m704mm28
704_plate_F3,m704mm220
704_plate_G3,m704mm40
704_plate_H3,m704mm232
704_plate_I3,m704mm52
704_plate_J3,m704mm244
704_plate_K3,m704mm64
704_plate_L3,m704mm256
704_plate_M3,m704mm76
704_plate_N3,m704mm268
704_plate_O3,m704mm88
704_plate_P3,m704mm280
704_plate_A4,m704mm5
704_plate_B4,m704mm197
704_plate_C4,m704mm17
704_plate_D4,m704mm209
704_plate_E4,m704mm29
704_plate_F4,m704mm221
704_plate_G4,m704mm41
704_plate_H4,m704mm233
704_plate_I4,m704mm53
704_plate_J4,m704mm245
704_plate_K4,m704mm65
704_plate_L4,m704mm257
704_plate_M4,m704mm77
704_plate_N4,m704mm269
704_plate_O4,m704mm89
704_plate_P4,m704mm281
704_plate_A5,m704mm6
704_plate_B5,m704mm198
704_plate_C5,m704mm18
704_plate_D5,m704mm210
704_plate_E5,m704mm30
704_plate_F5,m704mm222
704_plate_G5,m704mm42
704_plate_H5,m704mm234
704_plate_I5,m704mm54
704_plate_J5,m704mm246
704_plate_K5,m704mm66
704_plate_L5,m704mm258
704_plate_M5,m704mm78
704_plate_N5,m704mm270
704_plate_O5,m704mm90
704_plate_P5,m704mm282
704_plate_A6,m704mm7
704_plate_B6,m704mm199
704_plate_C6,m704mm19
704_plate_D6,m704mm211
704_plate_E6,m704mm31
704_plate_F6,m704mm223
704_plate_G6,m704mm43
704_plate_H6,m704mm235
704_plate_I6,m704mm55
704_plate_J6,m704mm247
704_plate_K6,m704mm67
704_plate_L6,m704mm259
704_plate_M6,m704mm79
704_plate_N6,m704mm271
704_plate_O6,m704mm91
704_plate_P6,m704mm283
704_plate_A7,m704mm8
704_plate_B7,m704mm200
704_plate_C7,m704mm20
704_plate_D7,m704mm212
704_plate_E7,m704mm32
704_plate_F7,m704mm224
